#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-14T14:41:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-14T14:41:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/257/59/table2&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22570059
#Name: J/ApJS/257/59
#Title: First CHIME/FRB Fast Radio Burst Catalog (CHIME/FRB Col.+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/apjs/257/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/257/59	    IVOID of underlying data collection
#INFO	creator=CHIME/FRB Col.	    First author or institution
#INFO	cites=bibcode:2021ApJS..257...59C	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/257/59	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22570059	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-09-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_257_59_table2:
#Name: J/ApJS/257/59/table2
#Title: CHIME/FRB Catalog 1
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A12)	TNS name (tns_name)	[ucd=meta.id;meta.main]
#Column	OName	(a15)	Previous name (previous_name)	[ucd=meta.id]
#Column	RpName	(a12)	Associated repeater name if any or "-9999" (repeater_name)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(E9.2)	[4e-07/0.4] Right ascension error; see Section 3.2 (ra_err)	[ucd=stat.error;pos.eq.ra]
#Column	n_RAJ2000	(A1)	Notes on right ascension (ra_notes) (1)	[ucd=meta.note]
#Column	DEJ2000	(F11.7)	[-6.5/89.4] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(E9.2)	[6e-07/0.5] Declination error; see Section 3.2 (dec_err)	[ucd=stat.error;pos.eq.dec]
#Column	n_DEJ2000	(A1)	Notes on declination (dec_notes) (1)	[ucd=meta.note]
#Column	GLON	(F6.2)	[16.3/360] Galactic longitude (gl)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	[-68/89.6] Galactic latitude (gb)	[ucd=pos.galactic.lat]
#Column	ExpUp	(F7.2)	[1.8/1190] Exposure for upper transit of the source (exp_up)	[ucd=time.expo]
#Column	e_ExpUp	(F5.1)	[/330]? Exposure error for upper transit of the source (exp_up_err)	[ucd=stat.error]
#Column	n_ExpUp	(A1)	Notes on exposure for upper transit of the source (exp_up_notes) (1)	[ucd=meta.note]
#Column	ExpLo	(F7.1)	[8/960]? Exposure for lower transit of the source (exp_low)	[ucd=time.expo]
#Column	e_ExpLo	(F7.1)	[1.8/390]? Exposure error for lower transit of the source (exp_low_err)	[ucd=stat.error]
#Column	n_ExpLo	(A1)	Notes on exposure for lower transit of the source (exp_low_notes) (1)	[ucd=meta.note]
#Column	SNR	(F5.1)	[9/134] Detection SNR (bonsai_snr)	[ucd=stat.snr]
#Column	DM	(F6.1)	[101.9/3038] Detection dispersion measure, DM (bonsai_dm)	[ucd=phys.dispMeasure]
#Column	b_Ft68	(F5.1)	[0/204] Lower limit fluence threshold (68% confidence) (low_ft_68)	[ucd=instr.sensitivity]
#Column	B_Ft68	(F4.1)	[0/35] Upper limit fluence threshold (68% confidence) (up_ft_68)	[ucd=instr.sensitivity]
#Column	b_Ft95	(F5.1)	[0/401.5] Lower limit fluence threshold (95% confidence) (low_ft_95)	[ucd=instr.sensitivity]
#Column	B_Ft95	(F4.1)	[0/63] Upper limit fluence threshold (95% confidence) (up_ft_95)	[ucd=instr.sensitivity]
#Column	SNRfitb	(F5.1)	[7.9/458.5] SNR determined using the fitting algorithm fitburst (snr_fitb)	[ucd=stat.snr]
#Column	DMfitb	(F10.5)	[103/3039] DM determined using the fitting algorithm fitburst (dm_fitb) (2)	[ucd=phys.dispMeasure]
#Column	e_DMfitb	(F8.5)	[0.00016/0.8] DM error determined using the fitting algorithm fitburst (dm_fitb_err) (2)	[ucd=stat.error]
#Column	DMeNE2001	(F6.1)	[62/3007] DM excess between DM determined by fitburst + NE2001 (dm_exc_ne2001) (3)	[ucd=phys.dispMeasure]
#Column	DMeYMW16	(F6.1)	[23.9/3016] DM excess between DM determined by fitburst + YMW16 (dm_exc_ymw16) (3)	[ucd=phys.dispMeasure]
#Column	BcWidth	(F8.5)	[0.00098/0.13] Boxcar width of the pulse (bc_width)	[ucd=time.interval]
#Column	l_Scat	(A1)	Limit flag on scat_time	[ucd=meta.code.error]
#Column	Scat	(F11.8)	[0.0001/0.091] Scattering time at 600MHz (scat_time) (2)	[ucd=time;arith.diff]
#Column	e_Scat	(F14.8)	[6.5e-7/0.007]? Scattering time error (scat_time_err) (2)	[ucd=stat.error]
#Column	Flux	(F6.3)	[0/41] Peak flux of the band-average profile (lower limit)	[ucd=phot.flux.density;em.radio]
#Column	e_Flux	(F6.3)	[0/18] Flux error (flux_err)	[ucd=stat.error;phot.flux]
#Column	l_Flux	(A1)	Lower bound on Flux (flux_notes) (1)	[ucd=meta.code.error;phot.flux]
#Column	Fluence	(F5.2)	[0/95] Fluence (lower limit)	[ucd=phot.fluence]
#Column	e_Fluence	(F5.2)	[0/41] Fluence error (fluence_err)	[ucd=stat.error;phot.fluence]
#Column	l_Fluence	(A1)	Lower bound on Fluence (fluence_notes) (1)	[ucd=meta.code.error;phot.fluence]
#Column	Nsb	(I1)	[0/5] Sub-burst number (sub_num) (4)	[ucd=meta.number]
#Column	MJD400	(F17.11)	[58324.7/58666] Time of arrival with reference to 400.1953125MHz; Modified Julian Date (mjd_400) (5)	[ucd=time.epoch]
#Column	e_MJD400	(F14.11)	[1.7e-10/1.4] Error on MJD400 (mjd_400_err) (5)	[ucd=stat.error]
#Column	MJDinf	(F17.11)	[58324.7/58666] Time of arrival with reference to infinite frequency (mjd_inf) (5)	[ucd=time.epoch]
#Column	e_MJDinf	(F14.11)	[1.9e-10/1.4] Time of arrival error with reference to infinite frequency (mjd_inf_err) (5)	[ucd=stat.error]
#Column	l_Widthfitb	(A1)	Limit flag on width_fitb	[ucd=meta.code.error]
#Column	Widthfitb	(F10.7)	[0.0001/0.03] Width of sub-burst using fitburst (width_fitb)	[ucd=time.interval]
#Column	e_Widthfitb	(F13.7)	[2.3e-06/0.007]? Width error of sub-burst using fitburst (width_fitb_err)	[ucd=stat.error]
#Column	SpInd	(F6.3)	[-9.4/99] Spectral index for the sub-burst (sp_idx)	[ucd=spect.index]
#Column	e_SpInd	(F6.3)	[0.078/26] Spectral index error for the sub-burst (sp_idx_err)	[ucd=stat.error]
#Column	spRun	(F7.2)	[-910/10.3] Spectral running for the sub-burst (sp_run)	[ucd=spect.index]
#Column	e_spRun	(F6.2)	[0.13/170] Spectral running error for the sub-burst (sp_run_err)	[ucd=stat.error]
#Column	B_Freq	(F5.1)	[444.1/800.2] Highest frequency band of detection for the sub-burst at FWTM (high_freq)	[ucd=em.freq;stat.max]
#Column	b_Freq	(F5.1)	[400.2/658.6] Lowest frequency band of detection for the sub-burst at FWTM (low_freq)	[ucd=em.freq;stat.min]
#Column	Fpk	(F5.1)	[400.2/800.2] Peak frequency for the sub-burst (peak_freq)	[ucd=em.freq]
#Column	chi2	(F11.3)	[136752/9092629] Fit {chi}^2 from fitburst (chi_sq)	[ucd=stat.fit.param;meta.modelled]
#Column	dof	(I7)	[134058/9070841] Number of deg of freedom in fitburst	[ucd=meta.id]
#Column	Frac	(F6.3)	[0.232/0.657] Fraction of spectral channels flagged in fitburst (flag_frac)	[ucd=stat.fit.param]
#Column	Flag	(I1)	[0/1] Flag (excluded_flag) (6)	[ucd=meta.code.error]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	Name	OName	RpName	RAJ2000	e_RAJ2000	n_RAJ2000	DEJ2000	e_DEJ2000	n_DEJ2000	GLON	GLAT	ExpUp	e_ExpUp	n_ExpUp	ExpLo	e_ExpLo	n_ExpLo	SNR	DM	b_Ft68	B_Ft68	b_Ft95	B_Ft95	SNRfitb	DMfitb	e_DMfitb	DMeNE2001	DMeYMW16	BcWidth	l_Scat	Scat	e_Scat	Flux	e_Flux	l_Flux	Fluence	e_Fluence	l_Fluence	Nsb	MJD400	e_MJD400	MJDinf	e_MJDinf	l_Widthfitb	Widthfitb	e_Widthfitb	SpInd	e_SpInd	spRun	e_spRun	B_Freq	b_Freq	Fpk	chi2	dof	Frac	Flag	Simbad
     165	FRB20181222A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 24.0	 349.4	  0.0	 6.8	  0.0	26.1	214.4	 348.73651	 0.00030	 149.8	  23.9	 0.03539	<	 0.00039000	              	 4.900	 1.500	 	50.00	15.00	 	2	58474.16624176170	 0.00000000045	58474.16613718796	 0.00000000046	 	 0.0017180	    0.0000380	62.500	 2.400	 -60.40	  2.30	800.2	552.4	671.6	1162519.685	1097419	 0.295	0	Simbad
     166	FRB20181222A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 24.0	 349.4	  0.0	 6.8	  0.0	26.1	214.4	 348.73651	 0.00030	 149.8	  23.9	 0.03539	<	 0.00039000	              	 4.900	 1.500	 	50.00	15.00	 	3	58474.16624187050	 0.00000000320	58474.16613729680	 0.00000000320	 	 0.0058100	    0.0003000	66.100	 4.600	 -68.30	  4.70	780.2	540.4	649.3	1162519.685	1097419	 0.295	0	Simbad
     167	FRB20181222B	-9999          	-9999       	090.0400000	 2.30e-01	 	+38.5500000	 7.50e-02	 	173.20	  7.45	  12.60	  9.3	 	       	       	 	  9.5	 619.5	  0.0	 1.0	  0.0	 2.0	 12.7	 619.24780	 0.00750	 471.0	 408.5	 0.00197	<	 0.00074000	              	 0.460	 0.210	 	 0.83	 0.51	 	0	58474.32959767110	 0.00000000170	58474.32941198060	 0.00000000280	 	 0.0005960	    0.0000710	 0.400	 1.800	  -5.40	  3.30	798.6	400.2	415.1	 445367.700	 445050	 0.285	0	Simbad
     168	FRB20181222C	-9999          	-9999       	131.0500000	 2.30e-01	 	+68.3300000	 2.50e-01	 	146.46	 35.38	  31.00	 18.0	 	       	       	 	 11.0	1104.8	  0.0	 2.2	  0.0	 4.3	 17.5	1104.89200	 0.02600	1058.5	1065.6	 0.00393	<	 0.00190000	              	 0.840	 0.360	 	 2.90	 1.30	 	0	58474.45081783810	 0.00000000310	58474.45048652000	 0.00000000820	 	 0.0015200	    0.0001700	-2.000	 1.300	  -3.10	  2.70	727.4	400.2	400.2	 434435.727	 434714	 0.302	0	Simbad
     169	FRB20181222D	-9999          	-9999       	188.2000000	 2.30e-01	 	+56.1600000	 8.40e-02	 	128.25	 60.78	  19.00	 12.0	 	       	       	 	 10.5	1413.7	  0.0	 1.4	  0.0	 3.1	 20.2	1417.11000	 0.14000	1385.9	1394.5	 0.02261	 	 0.00195000	    0.00048000	 0.220	 0.160	 	 1.23	 0.82	 	0	58474.60661610300	 0.00000001500	58474.60619116200	 0.00000004500	 	 0.0037500	    0.0005900	 8.400	 2.600	 -41.10	  8.80	561.3	400.2	443.0	 865595.390	 863353	 0.307	0	Simbad
     170	FRB20181222E	-9999          	-9999       	050.6400000	 4.40e-02	 	+86.9700000	 2.50e-01	 	124.97	 24.72	 220.00	100.0	 	  210.0	   96.0	 	 17.7	 328.4	  4.3	 3.1	  8.6	 6.4	 36.7	 327.97970	 0.00480	 268.1	 268.2	 0.00393	 	 0.00079000	    0.00012000	 1.120	 0.700	 	 5.50	 3.20	 	0	58474.71889511430	 0.00000000170	58474.71879676480	 0.00000000220	 	 0.0002540	    0.0000910	 5.130	 0.960	 -19.90	  2.20	639.5	400.2	455.2	1011125.194	1010788	 0.351	0	Simbad
     171	FRB20181222E	-9999          	-9999       	050.6400000	 4.40e-02	 	+86.9700000	 2.50e-01	 	124.97	 24.72	 220.00	100.0	 	  210.0	   96.0	 	 17.7	 328.4	  4.3	 3.1	  8.6	 6.4	 36.7	 327.97970	 0.00480	 268.1	 268.2	 0.00393	 	 0.00079000	    0.00012000	 1.120	 0.700	 	 5.50	 3.20	 	1	58474.71889555940	 0.00000000370	58474.71879720990	 0.00000000400	 	 0.0009100	    0.0002600	 9.900	 3.500	 -23.80	  6.80	672.3	400.2	492.8	1011125.194	1010788	 0.351	0	Simbad
     172	FRB20181223A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 31.8	 352.6	  0.0	 6.8	  0.0	26.1	 67.2	 349.70960	 0.00800	 150.8	  24.9	 0.00885	<	 0.00220000	              	 2.020	 0.770	 	15.70	 5.20	 	0	58475.16075178160	 0.00000000280	58475.16064691610	 0.00000000370	 	 0.0019950	    0.0000870	32.700	 2.100	 -33.40	  2.10	800.2	502.1	652.9	 769995.486	 757557	 0.392	0	Simbad
     173	FRB20181223A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 31.8	 352.6	  0.0	 6.8	  0.0	26.1	 67.2	 349.70960	 0.00800	 150.8	  24.9	 0.00885	<	 0.00220000	              	 2.020	 0.770	 	15.70	 5.20	 	1	58475.16075188500	 0.00000001200	58475.16064702000	 0.00000001200	 	 0.0051500	    0.0009600	21.000	 3.300	 -25.20	  3.90	800.2	449.1	607.8	 769995.486	 757557	 0.392	0	Simbad
     174	FRB20181223B	-9999          	-9999       	174.8900000	 2.20e-01	 	+21.5900000	 2.40e-01	 	227.74	 72.74	  12.40	  7.2	 	       	       	 	 12.4	 564.5	  0.0	 6.4	  0.0	11.0	 21.3	 565.65500	 0.01900	 540.2	 545.7	 0.00885	 	 0.00350000	    0.00120000	 0.680	 0.330	 	 4.10	 1.10	 	0	58475.56319311480	 0.00000000900	58475.56302349500	 0.00000001100	 	 0.0015700	    0.0003100	33.300	 5.000	 -41.00	  5.90	761.2	473.8	600.6	 656809.462	 655721	 0.298	0	Simbad
     175	FRB20181223C	-9999          	-9999       	181.0500000	 1.90e-01	 	+27.5800000	 2.00e-01	 	207.75	 79.51	  11.60	  6.3	 	       	       	 	 19.5	 111.6	  0.0	 2.1	  0.0	 3.7	 28.3	 112.51180	 0.00350	  92.6	  93.4	 0.00197	 	 0.00010700	    0.00002100	 1.360	 0.510	 	 2.84	 0.93	 	0	58475.58023317530	 0.00000000130	58475.58019943700	 0.00000000160	 	 0.0005080	    0.0000380	 2.680	 0.790	  -7.40	  1.30	800.2	400.2	479.2	 447393.219	 446265	 0.283	0	Simbad
     176	FRB20181224A	-9999          	-9999       	355.1100000	 2.50e-02	 	+44.5600000	 7.80e-02	 	109.84	-16.50	  23.80	  2.0	 	       	       	 	 65.0	 308.9	  0.0	 1.0	  0.0	 2.0	104.1	 310.20644	 0.00040	 225.2	 231.9	 0.00197	<	 0.00040000	              	 4.300	 2.300	 	 3.30	 1.80	 	0	58476.06173261698	 0.00000000044	58476.06163959704	 0.00000000046	 	 0.0003868	    0.0000053	 3.850	 0.230	  -6.08	  0.33	800.2	400.2	549.5	 233053.656	 219178	 0.296	0	Simbad
     177	FRB20181224B	-9999          	-9999       	045.3600000	 2.10e-01	 	+46.1400000	 2.10e-01	 	145.22	-11.03	  17.00	  9.8	 	       	       	 	 14.0	 779.6	  0.0	 2.2	  0.0	 4.4	 22.4	 781.00870	 0.00990	 659.7	 640.3	 0.00885	 	 0.00206000	    0.00040000	 0.770	 0.490	 	 3.10	 1.70	 	0	58476.20336845740	 0.00000000410	58476.20313426050	 0.00000000510	 	 0.0009200	    0.0001600	-1.800	 0.900	  -0.90	  1.40	800.2	400.2	400.2	 434116.583	 432889	 0.305	0	Simbad
     178	FRB20181224C	-9999          	-9999       	115.2900000	 2.20e-01	 	+60.2800000	 2.10e-01	 	156.69	 29.40	  24.00	 14.0	 	       	       	 	 13.3	 608.2	  0.0	 6.2	  0.0	11.4	 26.9	 596.32500	 0.05600	 541.0	 543.2	 0.02949	 	 0.02750000	    0.00270000	 0.500	 0.270	 	 9.60	 3.20	 	0	58476.40016535100	 0.00000001400	58476.39998653500	 0.00000002200	 	 0.0023700	    0.0008800	-2.460	 0.740	   0.30	  1.00	800.2	400.2	400.2	2797088.640	2786153	 0.312	0	Simbad
     179	FRB20181224D	-9999          	-9999       	182.4500000	 2.00e-01	 	+54.8500000	 2.10e-01	 	135.42	 61.26	  20.00	 11.0	 	       	       	 	 11.2	 690.7	  0.0	 1.6	  0.0	 3.0	 12.8	 690.19600	 0.01900	 658.8	 667.9	 0.00393	<	 0.00200000	              	 0.540	 0.330	 	 1.95	 0.98	 	0	58476.58323179880	 0.00000000460	58476.58302483350	 0.00000000750	 	 0.0016000	    0.0001900	-3.300	 1.500	   1.60	  2.50	800.2	400.2	400.2	 428983.851	 427418	 0.313	0	Simbad
     180	FRB20181224E	-9999          	-9999       	239.3200000	 3.40e-02	 	+07.3200000	 2.00e-01	 	 17.52	 41.77	  15.40	  3.6	 	       	       	 	 32.4	 580.7	  0.0	 2.9	  0.0	 5.5	 42.1	 581.85370	 0.00410	 545.3	 549.3	 0.00197	<	 0.00110000	              	 3.600	 2.000	 	10.30	 4.90	 	0	58476.73964503740	 0.00000000350	58476.73947056010	 0.00000000370	 	 0.0010560	    0.0000370	-1.180	 0.550	  -4.40	  1.10	729.5	400.2	400.2	 410322.544	 404917	 0.350	0	Simbad
     181	FRB20181224E	-9999          	-9999       	239.3200000	 3.40e-02	 	+07.3200000	 2.00e-01	 	 17.52	 41.77	  15.40	  3.6	 	       	       	 	 32.4	 580.7	  0.0	 2.9	  0.0	 5.5	 42.1	 581.85370	 0.00410	 545.3	 549.3	 0.00197	<	 0.00110000	              	 3.600	 2.000	 	10.30	 4.90	 	1	58476.73964510090	 0.00000000650	58476.73947062350	 0.00000000660	 	 0.0010200	    0.0001800	-3.700	 2.100	   3.60	  3.20	800.2	400.2	400.2	 410322.544	 404917	 0.350	0	Simbad
     182	FRB20181225A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 16.2	 346.1	  0.0	 6.8	  0.0	26.1	 31.8	 349.61900	 0.04300	 150.7	  24.8	 0.00688	<	 0.00370000	              	 0.590	 0.350	 	 4.30	 1.80	 	0	58477.16185105040	 0.00000000430	58477.16174621200	 0.00000001400	 	 0.0032300	    0.0002100	28.300	 2.900	-128.00	 12.00	510.8	400.2	446.8	 655067.420	 648426	 0.306	0	Simbad
     183	FRB20181225B	-9999          	-9999       	036.7700000	 2.30e-01	 	+88.2000000	 2.60e-01	 	123.74	 25.48	 420.00	130.0	 	  360.0	  140.0	 	 19.1	 299.2	  9.1	 6.7	 19.0	13.4	 27.6	 299.28750	 0.00490	 241.0	 242.3	 0.00295	<	 0.00140000	              	 1.900	 1.000	 	 7.50	 3.80	 	0	58477.21514557920	 0.00000000230	58477.21505583350	 0.00000000270	 	 0.0012970	    0.0000660	 6.800	 1.000	 -10.10	  1.50	800.2	400.2	560.7	 434409.230	 431066	 0.308	0	Simbad
     184	FRB20181226C	-9999          	-9999       	349.0500000	 1.90e-01	 	+44.9400000	 1.80e-01	 	105.75	-14.73	  17.20	  8.8	 	       	       	 	 18.8	 409.2	  0.0	 1.0	  0.0	 2.2	 25.3	 409.01840	 0.00650	 315.0	 322.4	 0.00393	 	 0.00198000	    0.00027000	 0.880	 0.510	 	 2.70	 1.40	 	0	58478.04315884840	 0.00000000390	58478.04303619820	 0.00000000440	 	 0.0006300	    0.0001200	-1.090	 0.810	  -1.90	  1.20	800.2	400.2	400.2	 369985.472	 367833	 0.409	0	Simbad
     185	FRB20181226A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 16.7	 347.8	  0.0	 6.8	  0.0	26.1	 69.0	 349.01070	 0.00140	 150.1	  24.2	 0.00983	<	 0.00077000	              	 1.600	 0.570	 	 5.70	 1.40	 	0	58478.15520952670	 0.00000000150	58478.15510487070	 0.00000000160	 	 0.0007310	    0.0000180	81.500	 3.500	-126.20	  5.40	632.7	482.9	552.8	 439985.477	 434101	 0.303	0	Simbad
     186	FRB20181226A	-9999          	FRB20180916B	029.5031258	 6.00e-07	m	+65.7167542	 6.00e-07	m	129.71	  3.73	  46.06	     	n	       	       	 	 16.7	 347.8	  0.0	 6.8	  0.0	26.1	 69.0	 349.01070	 0.00140	 150.1	  24.2	 0.00983	<	 0.00077000	              	 1.600	 0.570	 	 5.70	 1.40	 	1	58478.15520957010	 0.00000000280	58478.15510491410	 0.00000000290	 	 0.0014900	    0.0001100	77.600	 8.600	-148.00	 16.00	589.6	459.3	520.4	 439985.477	 434101	 0.303	0	Simbad
     187	FRB20181226D	-9999          	-9999       	120.2200000	 1.70e-01	 	+22.1600000	 4.60e-02	 	199.59	 24.70	  11.70	  7.4	 	       	       	 	 24.2	 386.6	  0.0	 1.5	  0.0	 2.8	 34.7	 385.37780	 0.00250	 320.4	 306.2	 0.00197	<	 0.00062000	              	 1.890	 0.830	 	 3.00	 1.40	 	0	58478.40366190060	 0.00000000230	58478.40354633940	 0.00000000250	 	 0.0005710	    0.0000230	 0.440	 0.640	  -5.20	  1.20	800.2	400.2	417.2	 445755.474	 444442	 0.286	0	Simbad
     188	FRB20181226B	-9999          	-9999       	182.6600000	 3.90e-02	 	+12.4300000	 2.00e-01	 	267.90	 72.47	  14.70	  4.8	 	       	       	 	 52.4	 287.9	  0.0	14.7	  0.0	25.7	176.6	 287.03640	 0.00170	 259.3	 266.3	 0.00197	 	 0.00109800	    0.00004200	 8.900	 3.100	 	52.00	17.00	 	0	58478.57703224520	 0.00000000150	58478.57694617310	 0.00000000160	 	 0.0005900	    0.0001300	 4.100	 1.300	 -14.40	  2.50	687.5	400.2	461.1	 677496.762	 642943	 0.312	0	Simbad
     189	FRB20181226B	-9999          	-9999       	182.6600000	 3.90e-02	 	+12.4300000	 2.00e-01	 	267.90	 72.47	  14.70	  4.8	 	       	       	 	 52.4	 287.9	  0.0	14.7	  0.0	25.7	176.6	 287.03640	 0.00170	 259.3	 266.3	 0.00197	 	 0.00109800	    0.00004200	 8.900	 3.100	 	52.00	17.00	 	1	58478.57703234912	 0.00000000068	58478.57694627706	 0.00000000085	 	 0.0008710	    0.0000230	 1.030	 0.180	  -7.00	  0.28	764.2	400.2	430.7	 677496.762	 642943	 0.312	0	Simbad
     190	FRB20181226B	-9999          	-9999       	182.6600000	 3.90e-02	 	+12.4300000	 2.00e-01	 	267.90	 72.47	  14.70	  4.8	 	       	       	 	 52.4	 287.9	  0.0	14.7	  0.0	25.7	176.6	 287.03640	 0.00170	 259.3	 266.3	 0.00197	 	 0.00109800	    0.00004200	 8.900	 3.100	 	52.00	17.00	 	2	58478.57703239650	 0.00000000230	58478.57694632450	 0.00000000240	 	 0.0010040	    0.0000760	11.500	 1.500	 -18.10	  1.90	784.9	400.2	549.7	 677496.762	 642943	 0.312	0	Simbad
     191	FRB20181226E	-9999          	-9999       	303.5600000	 2.10e-01	 	+73.6400000	 2.20e-01	 	106.60	 20.42	  43.00	 23.0	 	   43.4	    7.1	 	 16.5	 308.9	  4.7	 0.8	  9.3	 1.5	 20.9	 308.76200	 0.01500	 239.9	 237.5	 0.00295	<	 0.00130000	              	 0.480	 0.420	 	 1.35	 0.77	 	0	58478.91025533490	 0.00000000440	58478.91016274820	 0.00000000640	 	 0.0011690	    0.0000830	-5.800	 2.500	  -3.40	  5.80	558.3	400.2	400.2	 329480.425	 325882	 0.477	0	Simbad
     192	FRB20181227A	-9999          	-9999       	031.7900000	 2.30e-01	 	+78.3800000	 2.70e-01	 	126.83	 16.09	  60.00	 33.0	 	   60.0	   28.0	 	  9.2	 791.0	 12.6	 3.3	 24.9	 6.7	 11.1	 791.21340	 0.00620	 702.2	 680.5	 0.00197	<	 0.00092000	              	 0.930	 0.570	 	 1.82	 0.91	 	0	58479.15604409770	 0.00000000740	58479.15580684080	 0.00000000770	 	 0.0007480	    0.0000850	 0.100	 1.700	  -0.10	  2.30	800.2	400.2	656.8	 428676.486	 429850	 0.310	0	Simbad
     193	FRB20181228A	-9999          	-9999       	007.2600000	 2.10e-01	 	+10.2200000	 2.70e-01	 	113.91	-52.26	  11.90	  6.9	 	       	       	 	 12.6	 748.9	  0.0	 4.5	  0.0	 8.7	 18.1	 748.67910	 0.00890	 714.5	 723.1	 0.00295	<	 0.00130000	              	 1.160	 0.900	 	 4.00	 2.10	 	0	58480.08520518710	 0.00000000590	58480.08498068480	 0.00000000640	 	 0.0010880	    0.0000850	 5.200	 1.500	 -13.60	  3.00	731.4	400.2	484.5	 443544.246	 443226	 0.288	0	Simbad
     194	FRB20181228B	-9999          	-9999       	250.4300000	 2.10e-01	 	+63.8500000	 2.10e-01	 	 94.64	 38.29	  27.00	 15.0	 	       	       	 	 15.5	 566.1	  0.0	 6.9	  0.0	61.0	 34.6	 568.65060	 0.00230	 528.7	 535.2	 0.00492	 	 0.00115900	    0.00007800	 0.400	 0.230	 	 1.67	 0.77	 	0	58480.75550508350	 0.00000000390	58480.75533456540	 0.00000000400	<	 0.0001000	             	59.300	 5.600	-353.00	 32.00	471.8	401.5	435.2	 427829.591	 427417	 0.313	0	Simbad
     195	FRB20181228C	-9999          	-9999       	265.1900000	 2.30e-01	 	+54.3600000	 2.30e-01	 	 82.11	 31.87	  20.00	 12.0	 	       	       	 	 11.1	 509.5	  0.0	 0.9	  0.0	 1.5	 10.3	 510.70000	 0.01400	 465.1	 471.8	 0.00295	<	 0.00110000	              	 0.450	 0.190	 	 0.74	 0.25	 	0	58480.80301459970	 0.00000000470	58480.80286145870	 0.00000000630	 	 0.0008800	    0.0001200	-6.500	 1.900	   6.60	  3.00	800.2	400.2	400.2	 443579.480	 443834	 0.287	0	Simbad
     196	FRB20181229A	-9999          	-9999       	137.1800000	 1.80e-01	 	+42.0100000	 1.70e-01	 	179.53	 42.69	  17.50	  7.8	 	       	       	 	 23.6	 955.9	  0.0	 3.1	  0.0	 5.5	 31.7	 955.57350	 0.00360	 912.6	 923.4	 0.00492	 	 0.00240000	    0.00022000	 1.180	 0.410	 	 4.00	 1.30	 	0	58481.44095050090	 0.00000000420	58481.44066395820	 0.00000000430	 	 0.0003760	    0.0000950	 3.540	 0.910	  -6.00	  1.10	800.2	400.2	538.1	 429095.358	 426201	 0.315	0	Simbad
     197	FRB20181229B	-9999          	-9999       	238.3700000	 2.30e-01	 	+19.7800000	 2.60e-01	 	 32.97	 47.83	  11.90	  7.4	 	       	       	 	 11.1	 375.3	  0.0	 7.1	  0.0	14.6	 22.2	 389.04700	 0.09700	 359.7	 361.3	 0.02064	 	 0.00510000	    0.00100000	 0.420	 0.390	 	 4.90	 3.40	 	0	58481.72495344200	 0.00000001800	58481.72483678000	 0.00000003400	 	 0.0033600	    0.0007500	22.000	 3.700	-103.00	 15.00	517.5	400.2	445.5	1101381.167	1100473	 0.293	0	Simbad
